name,price,stars,rating_count,feature_bullets,images,variant_data
"Simple Mobile BLU View 2, 32GB, Black - Prepaid Smartphone (Locked)",$,4.6 out of 5 stars,14 global ratings,"You'll love the easy-to-use and convenient features of this smartphone that lasts a long time thanks to a 3,000mAh battery.,Enjoy the combo of a 13MP camera and 5.5 inch HD+ display that will make your memories and content come to life in lovely detail.,stores a lot with 32GB internal stroage expandable up to 128GB with microSD.,This phone is locked for use with Simple Mobile.,Compatible with Simple Mobile Unlimited talk, text & data plans starting at $25/mo.","[{'hiRes': 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41Fc2AYFF8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Fc2AYFF8L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/614MpQ2+ODL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41Ub7HHOjzL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Ub7HHOjzL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61ij9SFXg0L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51cyEnboQSL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cyEnboQSL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81123iMH9TL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41MT9VVZe8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MT9VVZe8L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61qLp9a-bAL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41f3AqICCZL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41f3AqICCZL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71B7LL75H6L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51SfWRFLquL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SfWRFLquL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71n9hiFWJhL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31jSBgjkamL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31jSBgjkamL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/716F7il+B1L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}]",
"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB w/Expandable Storage, Long Battery Life, 13MP Camera, 6.6” Infinite Display Screen, US Version, 2023, Black",$,,,",,Make sure this fits,,by entering your model number.,,,LONG LASTING BATTERY: Stay ready for today’s surprises with the fast charging,* long-lasting battery of Galaxy A14 5G; Confidently handle work while on the go and play your favorite games with a battery that gives your charger a break,5G AT YOUR FINGERTIPS: Enjoy playing games and streaming with virtually lag-free 5G** and the fast, reliable processor of Galaxy A14 5G; Download and share content quickly with a phone that keeps up with the speed of life,EXPANDABLE STORAGE: Live and relive your favorite experiences with the expandable memory of Galaxy A14 5G;** Savor those unforgettable moments with 64GB of internal memory and room for up to 1TB more when you add a microSD card***,VERSATILE CAMERA EXPERIENCE: Capture amazing selfies with a 13MP front camera and get all the action — whether that’s the bright smiles of friends or stunning sunsets — in high res that will take people’s breath away,INFINITE DISPLAY: Press play and experience games and videos like never before with a 6.6"" edge-to-edge screen;**** Catch all the details and an adaptive 90Hz Infinity-V FHD+ display that makes enjoying your favorite shows easy,STYLISH, DURABLE, PRACTICAL: Take on your day confidently with the durable, modern design of Galaxy A14 5G;** Fit with a simple yet classy finish, it’s sure to impress and slide in and out of your hands with ease,VIDEOS CALLS GO WITH YOU: Keep your group conversations going with Google Meet***** when switching devices; Use Google Meet to start a video chat on your Tab, and then continue the call on your phone as you head out the door,FAST FILE TRANSFERS: Send your files to another Galaxy device with Quick Share;****** Transfer a photo or video from your Galaxy phone, Tab or Book to other nearby Galaxy devices and vice versa; It’s super easy to move files","[{'hiRes': 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41yPz3lS9aL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41yPz3lS9aL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/914cXYd0yOL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41VrHX2EAmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VrHX2EAmL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81-gGz-I68L._AC_SX679_.jpg': [679, 679]}, 'variant': 'FRNT', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/213tCAkOcaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/213tCAkOcaL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX355_.jpg': [237, 355], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX450_.jpg': [300, 450], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX425_.jpg': [283, 425], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX466_.jpg': [311, 466], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX522_.jpg': [348, 522], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX569_.jpg': [379, 569], 'https://m.media-amazon.com/images/I/41iSMOF37OL._AC_SX679_.jpg': [453, 679]}, 'variant': 'SIDE', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31DM-j19wAL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DM-j19wAL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81adSh8kiOL._AC_SX679_.jpg': [679, 679]}, 'variant': 'BACK', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/314P1+G8LCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/314P1+G8LCL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71fM7G2RvXL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51wjHcBnAJL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51wjHcBnAJL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81i+5xRYXZL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51sON4CnpHL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sON4CnpHL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81jb3JbMRrL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51hmpP1bWqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51hmpP1bWqL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81KoFBI7TaL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51sg1UCPmrL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sg1UCPmrL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/91J3Ow4lfjL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31JKCrK2jSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31JKCrK2jSL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX355_.jpg': [237, 355], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX450_.jpg': [300, 450], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX425_.jpg': [283, 425], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX466_.jpg': [311, 466], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX522_.jpg': [348, 522], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX569_.jpg': [379, 569], 'https://m.media-amazon.com/images/I/712cvrCjMjL._AC_SX679_.jpg': [453, 679]}, 'variant': 'PS01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/316TN3Id42L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/316TN3Id42L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX355_.jpg': [237, 355], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX450_.jpg': [300, 450], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX425_.jpg': [283, 425], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX466_.jpg': [311, 466], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX522_.jpg': [348, 522], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX569_.jpg': [379, 569], 'https://m.media-amazon.com/images/I/71np04Xj-ML._AC_SX679_.jpg': [453, 679]}, 'variant': 'PS02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31SWBUalMtL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31SWBUalMtL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX355_.jpg': [237, 355], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX450_.jpg': [300, 450], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX425_.jpg': [283, 425], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX466_.jpg': [311, 466], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX522_.jpg': [348, 522], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX569_.jpg': [379, 569], 'https://m.media-amazon.com/images/I/71N98EICxSL._AC_SX679_.jpg': [453, 679]}, 'variant': 'PS03', 'lowRes': None, 'shoppableScene': None}]","{""B09MZCWH4J"":[""Green"",""A13""],""B09MZCQGS5"":[""Blue"",""A03s""],""B09V87YTC9"":[""Black"",""A13 LTE""],""B09MZBTMQQ"":[""Black"",""A03s""],""B0BLW47H3M"":[""Black"",""A14""],""B0B7SQSR78"":[""Black"",""A23""],""B09R6FJWWS"":[""Black"",""A53""],""B09MZCNGSD"":[""Black"",""A13""]}"
